plant,step,kind,component,t_end_exact,optimized_lo,optimized_hi,flowstar_lo,flowstar_hi,optimized_over_flowstar_width,data_origin,duration
van_der_pol,653,tube,x,3764288712541355455/576460752303423488,0.8513410494468754,1.0758854140254084,0.8501787287510708,1.0408900502354783,1.1774044814475877,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,653,tube,y,3764288712541355455/576460752303423488,2.610206669043147,2.7081069564616103,2.6163760576874755,2.709049997666075,1.0563950064178864,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,654,endpoint,x,1885026660032194845/288230376151711744,0.9047626332034753,1.1020752113195555,0.9034615195134619,1.0672987199419095,1.2043209820485934,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,654,endpoint,y,1885026660032194845/288230376151711744,2.595033649565248,2.6967760450327014,2.603421520777143,2.6976685111225622,1.079529384382071,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,654,tube,x,1885026660032194845/288230376151711744,0.8781471214052842,1.1021821301818464,0.8769073861165656,1.0673442604029062,1.1764266222921909,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,654,tube,y,1885026660032194845/288230376151711744,2.594971236426383,2.7062228969278594,2.6034213435630673,2.707053127092932,1.073528378187334,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,655,endpoint,x,3775817927587423925/576460752303423488,0.9314257599204319,1.1282249416417849,0.9300700358991124,1.0936051383666197,1.20340635589509,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,655,endpoint,y,3775817927587423925/576460752303423488,2.5780940303000417,2.691612494292294,2.588796823584722,2.6923964576906063,1.0957419393608125,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,655,tube,x,3775817927587423925/576460752303423488,0.904903059679404,1.1283412200479228,0.9036097468897791,1.0936590055410633,1.175685514135569,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,655,tube,y,3775817927587423925/576460752303423488,2.578016186113377,2.702743386588152,2.588796635721235,2.703449693663288,1.0878663222206735,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,656,endpoint,x,236348908444403635/36028797018963968,0.957992613973409,1.1542330505418914,0.9566201365197191,1.1197544420949699,1.2029378852994255,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,656,endpoint,y,236348908444403635/36028797018963968,2.5594408159754964,2.6847909061497073,2.572483061412817,2.68547488670153,1.109373088309003,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,656,tube,x,236348908444403635/36028797018963968,0.9315792122803922,1.1543589780919532,0.9302703779914777,1.119816726480256,1.1753313508160255,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,656,tube,y,236348908444403635/36028797018963968,2.5592930990098135,2.6976776094458454,2.5724828638279993,2.6982140706168036,1.1006377332278523,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,657,endpoint,x,3787347142633492395/576460752303423488,0.984430878295713,1.1800980019427316,0.9830950696579123,1.1457298373199347,1.2031075916906158,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,657,endpoint,y,3787347142633492395/576460752303423488,2.539020965147081,2.676339059039516,2.5543883368407374,2.676964615991947,1.1202664564735203,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,657,tube,x,3787347142633492395/576460752303423488,0.9581436297463418,1.180233650415382,0.9568727009929754,1.1458006059081507,1.175527885987801,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,657,tube,y,3787347142633492395/576460752303423488,2.538788978045402,2.6910085617955777,2.5543881306015876,2.691402337885479,1.110976640800318,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,658,endpoint,x,1896555875078263315/288230376151711744,1.0107770405523477,1.2057492538182588,1.0094793600187753,1.1715129898602632,1.203282389320327,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,658,endpoint,y,1896555875078263315/288230376151711744,2.516860955438062,2.6662154136720484,2.5345904108174766,2.6667663592119175,1.1299669875511793,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,658,tube,x,1896555875078263315/288230376151711744,0.9846329621561304,1.2058946339254806,0.9834013665103822,1.1715922850796603,1.1757298038156816,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,658,tube,y,1896555875078263315/288230376151711744,2.5165298877409286,2.6826901725089276,2.53459019712291,2.68291026404623,1.1202818891249726,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,659,endpoint,x,3798876357679560865/576460752303423488,1.0370152440976184,1.2311685055026278,1.0357568729557067,1.197086058405593,1.2034602472180673,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,659,endpoint,y,3798876357679560865/576460752303423488,2.4930197507149874,2.654355962544261,2.5131241848252777,2.6548336322358246,1.1385000420040163,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,659,tube,x,3798876357679560865/576460752303423488,1.0110314336414812,1.2313235981593762,1.0098403163254934,1.1971738972364174,1.1759352671673031,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,659,tube,y,3798876357679560865/576460752303423488,2.4925746980476178,2.672653404617002,2.5131239517094373,2.6726862547570356,1.1285792642117092,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,660,endpoint,x,951160241300648775/144115188075855872,1.0631290329361318,1.2563380576102314,1.0619110300770704,1.2224315799813756,1.2036404360020057,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,660,endpoint,y,951160241300648775/144115188075855872,2.467518945682085,2.640744595907535,2.4899923109114614,2.641162473489118,1.1458984185219965,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,660,tube,x,951160241300648775/144115188075855872,1.0373226152541317,1.2565028156695088,1.0361729951178746,1.2225279553178487,1.1761436356734418,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,660,tube,y,951160241300648775/144115188075855872,2.466944078618575,2.6608778032624723,2.4899911838784337,2.660721940813573,1.135903853091759,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,661,endpoint,x,3810405572725629335/576460752303423488,1.0891018373602324,1.2812404330131042,1.0879252176242433,1.2475321656358593,1.2038235054710038,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,661,endpoint,y,3810405572725629335/576460752303423488,2.4403868752027518,2.6253692207217774,2.465231264837733,2.6257256362218078,1.1525783983810192,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,661,tube,x,3810405572725629335/576460752303423488,1.0634899160153046,1.2814147762906403,1.062382763805461,1.2476370413872497,1.1763553485512532,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,661,tube,y,3810405572725629335/576460752303423488,2.439667299197534,2.647344957882913,2.4652292296287057,2.6469838325867525,1.1426266807301484,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,662,endpoint,x,1908085090124331785/288230376151711744,1.1149170034347566,1.3058584558872457,1.113782682381976,1.2723707109099673,1.2040092447380877,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,662,endpoint,y,1908085090124331785/288230376151711744,2.4116568605887574,2.608223671906366,2.43886723924936,2.6085168915184713,1.158663213796625,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,662,tube,x,1908085090124331785/288230376151711744,1.0895166047654699,1.306042272877522,1.0884527878884673,1.2724840237244652,1.176570200859881,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,662,tube,y,1908085090124331785/288230376151711744,2.4107778948864382,2.63204303106667,2.4388642879565032,2.631460236269313,1.148856651028079,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,663,endpoint,x,3821934787771697805/576460752303423488,1.1405577268987566,1.3301754270830133,1.139466634579464,1.2969304009244518,1.2041989378611886,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,663,endpoint,y,3821934787771697805/576460752303423488,2.3813556324860348,2.5893193303149653,2.410931662807668,2.589535631946166,1.164384525338658,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,663,tube,x,3821934787771697805/576460752303423488,1.115385744814855,1.33036857535847,1.1143661417268418,1.297052059968629,1.176789281914342,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,663,tube,y,3821934787771697805/576460752303423488,2.3803028213659942,2.614977682661174,2.4109277941339053,2.614145041846096,1.154797951144094,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,664,endpoint,x,478462424411841505/72057594037927936,1.1660072963761985,1.3541749915058563,1.1649602976641598,1.3211947694693127,1.2043929419387691,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,664,endpoint,y,478462424411841505/72057594037927936,2.3495226384446495,2.5686658736654224,2.381460680396375,2.5687874414666196,1.169844788693045,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,664,tube,x,478462424411841505/72057594037927936,1.1410804374856667,1.3543772976087938,1.1401058579395746,1.3213246564063037,1.177012881267323,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,664,tube,y,478462424411841505/72057594037927936,2.3482819194415057,2.5961527036307515,2.3814558998348865,2.595038332990294,1.1605391910152512,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,665,endpoint,x,3833464002817766275/576460752303423488,1.191249239136962,1.3778411019967065,1.1902469373147673,1.345147778743345,1.2045890851133882,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,665,endpoint,y,3833464002817766275/576460752303423488,2.31622187216164,2.546259374752445,2.3504928867737758,2.5462863174520995,1.1748989830447494,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,665,tube,x,3833464002817766275/576460752303423488,1.1665839688318669,1.3780523606008175,1.165654956442213,1.3452857479149154,1.177239102690734,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,665,tube,y,3833464002817766275/576460752303423488,2.3147798240372377,2.5755580753675615,2.3504872067015943,2.5741486500149953,1.165950856200609,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,666,endpoint,x,1919614305170400255/288230376151711744,1.2162670684856505,1.4011583793789972,1.2153099394664837,1.3687738493451995,1.204786917259363,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,666,endpoint,y,1919614305170400255/288230376151711744,2.281506672782809,2.5221172533198835,2.3180757887000842,2.522048076540248,1.179623874815882,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,666,tube,x,1919614305170400255/288230376151711744,1.1918795480785127,1.4013783620398452,1.19099652290511,1.3689197281602838,1.1774676252087164,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,666,tube,y,1919614305170400255/288230376151711744,2.2798484196493165,2.553207306687616,2.318069228381752,2.5514864370928203,1.1711171106354574,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,667,endpoint,x,3844993217863834745/576460752303423488,1.2410444627528006,1.424112039958156,1.2401328519633334,1.3920579272016609,1.2049859242667755,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,667,endpoint,y,3844993217863834745/576460752303423488,2.2454348441070624,2.496262942643244,2.2842592283679837,2.4960968734583706,1.1840581896062823,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,667,tube,x,3844993217863834745/576460752303423488,1.216950478849013,1.4243405126797017,1.2161137512515072,1.3922115167312457,1.1776982704221235,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,667,tube,y,3844993217863834745/576460752303423488,2.2435391190078007,2.529124982113176,2.284251813867019,2.5270706023300056,1.176127534912348,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,668,endpoint,x,962689456346717245/144115188075855872,1.265565316786968,1.4466879472313794,1.2646994534372213,1.4149855159064333,1.2051858134317457,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,668,endpoint,y,962689456346717245/144115188075855872,2.208068822819644,2.4687253891178043,2.2490986060201696,2.4684614501712123,1.18824392210508,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,668,tube,x,962689456346717245/144115188075855872,1.2417802854766833,1.446924614673819,1.2409900137939112,1.4151465916818986,1.1779304100077044,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,668,tube,y,962689456346717245/144115188075855872,2.205925084206832,2.503324249051293,2.2490903700179623,2.5009248074940977,1.1809312809835373,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,669,endpoint,x,3856522432909903215/576460752303423488,1.289813802608635,1.468872650716019,1.2889937963639537,1.4375427365660454,1.2053862374499984,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,669,endpoint,y,3856522432909903215/576460752303423488,2.16947524312448,2.4395390769797376,2.2126540290291525,2.4391758059506414,1.192220180882919,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,669,tube,x,3856522432909903215/576460752303423488,1.2663526863806505,1.4691171895416204,1.2656089059523117,1.437711049575304,1.1781637281935702,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,669,tube,y,3856522432909903215/576460752303423488,2.167074148056272,2.4758335250603896,2.2126450105528583,2.4730781774393806,1.1855608895569443,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,670,endpoint,x,1931143520216468725/288230376151711744,1.3137744207764919,1.4906534294095688,1.3130002618844092,1.4597163699227451,1.2055868370421854,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,670,endpoint,y,1931143520216468725/288230376151711744,2.12972429533454,2.4087441672889693,2.1749887537669648,2.4082803013348677,1.1960136355699582,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,670,tube,x,1931143520216468725/288230376151711744,1.2906516795827556,1.4909054897221612,1.289954303130209,1.4598916477958013,1.1783979003171487,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,670,tube,y,1931143520216468725/288230376151711744,2.127057801705079,2.4466870453022107,2.174978997829898,2.443566441655714,1.1900379222657094,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,671,endpoint,x,3868051647955971685/576460752303423488,1.3374320504994548,1.5120183309296997,1.3367036112678505,1.4814938974476515,1.2057872460687262,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,671,endpoint,y,3868051647955971685/576460752303423488,2.088889252008433,2.376386363161986,2.136169445151856,2.375820881194603,1.1996469368214917,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,671,tube,x,3868051647955971685/576460752303423488,1.3146615952120293,1.5122775379300206,1.3140104146078109,1.481675845820587,1.1786325975997192,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,671,tube,y,3868051647955971685/576460752303423488,2.085950707025094,2.4159247767506837,2.1361590023117576,2.4124311926400606,1.1943803295346924,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,672,endpoint,x,121056757983718935/18014398509481984,1.3607719992522505,1.5329562084071042,1.3600890353912498,1.502863539050716,1.2059870967265505,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,672,endpoint,y,121056757983718935/18014398509481984,2.0470462992675826,2.3425167199568744,2.096265856978482,2.3418488223962424,1.2031389074020982,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,672,tube,x,121056757983718935/18014398509481984,1.3383671478649783,1.533222164250577,1.3377618358034946,1.5030518430946715,1.1788674922274014,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,672,tube,y,121056757983718935/18014398509481984,2.043830512715853,2.3835922760523665,2.096254782820808,2.3797196660976785,1.1986026607911617,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,673,endpoint,x,3879580863002040155/576460752303423488,1.3837789072454536,1.5534578903810772,1.3831389857333276,1.5238175032493602,1.2061470801061431,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,673,endpoint,y,3879580863002040155/576460752303423488,2.0041602207013907,2.3073049763975817,2.0550264266083405,2.306744505560414,1.2043026744769845,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,673,tube,x,3879580863002040155/576460752303423488,1.361752331141654,1.55373018922567,1.361190382374635,1.5240118293488463,1.1790698440017107,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,673,tube,y,3879580863002040155/576460752303423488,2.0006608724235475,2.349856715703505,2.0550147811632953,2.345808542033538,1.2008367794238017,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,674,endpoint,x,1942672735262537195/288230376151711744,1.40643741582186,1.573515583779236,1.4058414387077425,1.5443437973950258,1.206320018958034,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,674,endpoint,y,1942672735262537195/288230376151711744,1.9601463089930067,2.270977020484645,2.012705854493431,2.2703891473316506,1.2062509294569828,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,674,tube,x,1942672735262537195/288230376151711744,1.3848010932971122,1.57379382310943,1.3842833579502711,1.5445437949579437,1.1792850022196657,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,674,tube,y,1942672735262537195/288230376151711744,1.9563541456634013,2.314943586352525,2.012693701596852,2.310575702766504,1.20379693731444,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,675,endpoint,x,3891110078048108625/576460752303423488,1.4287372114015178,1.5931178927835212,1.4281845985348391,1.5644315922325918,1.2064903372962636,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,675,endpoint,y,3891110078048108625/576460752303423488,1.9153678924654904,2.233316615132433,1.9695278969548522,2.2327012704980196,1.2081340843350568,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,675,tube,x,3891110078048108625/576460752303423488,1.4075024466182702,1.593401623071265,1.4070282606592435,1.5646368956126837,1.1794986772641747,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,675,tube,y,3891110078048108625/576460752303423488,1.9112814734106323,2.2786258951828975,1.969515303564142,2.2739367248843365,1.20669701947777,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,676,endpoint,x,974218671392785715/144115188075855872,1.4506657646542909,1.6122571344331047,1.4501558376338037,1.5840723413663984,1.2066576207924342,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,676,endpoint,y,974218671392785715/144115188075855872,1.8699090122222874,2.1943918738029837,1.9255722785136125,2.1937490143031635,1.209959024317944,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,676,tube,x,974218671392785715/144115188075855872,1.4298431275273182,1.6125458918340811,1.4294117273966735,1.584282571877532,1.1797105189114174,REUSED_MATCHED_REFERENCE,0.01
van_der_pol,676,tube,y,974218671392785715/144115188075855872,1.8655285461126296,2.240967568316436,1.925559313990756,2.235957207229814,1.2095411418100568,REUSED_MATCHED_REFERENCE,0.01
